LAUNCHES_REC_ID|NOTAM_REC_ID|LowerAltitude|UpperAltitude|IssueTime|StartTime|StopTime|E_CODE,,,,,,,,,,,,,,,
347|589495|0|NA|2017-09-22 12:42:00|2017-09-24 05:25:00|2017-09-24 06:39:00|CA..AIRSPACE WEST OF SANTA BARBARA, CA..TEMPORARY FLIGHT RESTRICTION UNDER R-2534A WI AN AREA BOUNDED BY WI AN AREA BOUNDED BY 343900N/1203100W (GAVIOTA VORTAC GVO273022.2) TO 342700N/1202500W (GAVIOTA VORTAC GVO237016.9) TO 342600N/1202900W(GAVIOTA VORTAC GVO237020.3) TO 343400N/1203300W (GAVIOTA VORTAC GVO259022.8) BACK TO THE ORIGINAL POINT.  SFC-500FT AGL TO AVOID A ROCKET LAUNCH PURSUANT TO 14 CFR SECTION 91.143.  LOS ANGELES CENTER /ZLA/ ARTCC TELEPHONE 661-265-8205 IS THE FAA COORDINATION FACILITY       EFFECTIVE 1709240525 UTC UNTIL 1709240639 UTC. .,,,,,,,,,,,,,,
347|589494|0|NA|2017-09-22 13:11:00|2017-09-24 05:25:00|2017-09-24 06:39:00|CA..AIRSPACE WEST OF SANTA BARBARA..TEMPORARY FLIGHT RESTRICTIONS WI AN AREA BOUNDED BY 343900N/1203100W (GAVIOTA VORTAC GVO273022.2) TO TO 342700N/1202500W (GAVIOTA VORTAC GVO237016.9) TO 342600N/1202900W (GAVIOTA VORTAC GVO237020.3) TO 343400N/1203300W (GAVIOTA VORTAC GVO259022.8) BACK TO THE ORIGINAL POINT SFC-500FT AGL TO AVOID A ROCKET LAUNCH. PURSUANT TO 14 CFR SECTION 91.137(A)(3) TEMPORARY FLIGHT RESTRICTIONS ARE IN EFFECT.  LOS ANGELES CENTER/ZLA/ARTCC TELEPHONE 661-265-8205 IS IN CHARGE OF THE OPERATION. LOS ANGELES /ZLA/ ARTCC TELEPHONE 661-265-8205 IS THE FAA COORDINATION FACILITY.,,,,,,,,,,,,,,,
475|1392875|0|180000|2019-08-02 10:49:00|2019-08-06 20:45:00|2019-08-07 01:17:00|STNR ALT RESERVATION CAPE A ATC ASSIGNED AIRSPACE ACT FOR A ROCKET LAUNCH. MIAMI CENTER WILL NOT APPROVE IFR FLTS AND VFR SHOULD EXERCISE EXTREME CAUTION WI AN AREA DEFINED AS 2838N08047W TO 2847N08021W TO 2847N07950W TO 2825N07950W TO 2825N08030W TO 2825N08041W TO 2831N08044W TO POINT OF ORIGIN. THIS ALT RESERVATION ENCOMPASSES PORTIONS OF R2933, R2934, AND W497A.,,,,,,,,,,,,,
475|1386233|0|50000|2019-08-05 13:49:00|2019-08-06 20:45:00|2019-08-07 01:17:00|W497A ACT,,,,,,,,,,,,,,,
475|1386235|0|50000|2019-08-05 13:50:00|2019-08-06 20:45:00|2019-08-07 01:17:00|W497A ACT,,,,,,,,,,,,,,,
475|1392895|0|180000|2019-08-02 11:50:00|2019-08-06 22:15:00|2019-08-07 01:17:00|FL..AIRSPACE CAPE CANAVERAL FL..TEMPORARY FLT  RESTRICTION. PURSUANT TO 14 CFR SECTION 91.143, FLT LIMITATION IN  THE PROXIMITY OF SPACE FLT OPS, OPS BY FAA CERT PILOTS OR U.S.REG ACFT ARE PROHIBITED WI AN AREA DEFINED AS 285116N0804219W (OMN141034.4) TO 290730N0803000W (OMN108033.9) THEN CLOCKWISE VIA A  30 NM ARC CENTERED AT 283703N0803647W (OMN147048.7) TO 281330N0801600W (OMN145078.4) TO 282501N0803029W (OMN149061.9) TO 282501N0803759W (OMN155058.8) TO 282501N0804144W (OMN157057.4) TO 283121N0804349W (OMN157050.9) TO 283801N0804701W (OMN157043.7) TO 284910N0805044W (OMN154032.2) TO 285116N0804714W (OMN148031.8) TO POINT OF ORIGIN. SFC-FL180. MIAMI / ZMA / ARTCC, TELEPHONE 305-716-1589, IS THE FAA CDN FACILITY. THIS AREA ENCOMPASSES R2932, R2933, R2934, AND PORTIONS OF W137F, W137G, W497A. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACT. PILOTS MUST CONSULT ALL NOTAMS REGARDING THIS OP AND MAY CONTACT ZMA FOR CURRENT AIRSPACE STATUS.,,,,,,
475|1392899|0|180000|2019-08-02 12:02:00|2019-08-06 22:15:00|2019-08-07 01:17:00|TEMPORARY FLT RESTRICTION. PURSUANT TO 14 CFR SECTION 91.143, FLT LIMITATION IN THE PROXIMITY OF SPACE FLT OPS, OPS BY FAA CERT PILOTS OR U.S.REG ACFT ARE PROHIBITED WI AN AREA DEFINED AS 285116N0804219W (OMN141034.4) TO 290730N0803000W (OMN108033.9) THEN CLOCKWISE VIA A  30 NM ARC CENTERED AT 283703N0803647W (OMN147048.7) TO 281330N0801600W (OMN145078.4) TO 282501N0803029W (OMN149061.9) TO 282501N0803759W (OMN155058.8) TO 282501N0804144W (OMN157057.4) TO 283121N0804349W (OMN157050.9) TO 283801N0804701W (OMN157043.7) TO 284910N0805044W (OMN154032.2) TO 285116N0804714W (OMN148031.8) TO POINT OF ORIGIN. SFC-FL180. MIAMI / ZMA / ARTCC, TELEPHONE 305-716-1589, IS THE FAA CDN FACILITY. THIS AREA ENCOMPASSES R2932, R2933, R2934, AND PORTIONS OF W137F, W137G, W497A. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACT. PILOTS MUST CONSULT ALL NOTAMS REGARDING THIS OP AND MAY CONTACT ZMA FOR CURRENT AIRSPACE STATUS.,,,,,,
475|1392903|0|180000|2019-08-02 12:26:00|2019-08-06 22:15:00|2019-08-07 01:17:00|FL..AIRSPACE CAPE CANAVERAL FL..TEMPORARY FLT  RESTRICTION. PURSUANT TO 14 CFR SECTION 91.143, FLT LIMITATION IN  THE PROXIMITY OF SPACE FLT OPS, OPS BY FAA CERT PILOTS OR U.S.REG ACFT ARE PROHIBITED WI AN AREA DEFINED AS 285116N0804219W (OMN141034.4) TO 290730N0803000W (OMN108033.9) THEN CLOCKWISE VIA A  30 NM ARC CENTERED AT 283703N0803647W (OMN147048.7) TO 281330N0801600W (OMN145078.4) TO 282501N0803029W (OMN149061.9) TO 282501N0803759W (OMN155058.8) TO 282501N0804144W (OMN157057.4) TO 283121N0804349W (OMN157050.9) TO 283801N0804701W (OMN157043.7) TO 284910N0805044W (OMN154032.2) TO 285116N0804714W (OMN148031.8) TO POINT OF ORIGIN. SFC-FL180. MIAMI / ZMA / ARTCC, TELEPHONE 305-716-1589, IS THE FAA CDN FACILITY. THIS AREA ENCOMPASSES R2932, R2933, R2934, AND PORTIONS OF W137F, W137G, W497A. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACT. PILOTS MUST CONSULT ALL NOTAMS REGARDING THIS OP AND MAY CONTACT ZMA FOR CURRENT AIRSPACE STATUS.,,,,,,
475|1392901|0|180000|2019-08-02 12:27:00|2019-08-06 22:15:00|2019-08-07 01:17:00|TEMPORARY FLT RESTRICTION. PURSUANT TO 14 CFR SECTION 91.143, FLT LIMITATION IN THE PROXIMITY OF SPACE FLT OPS, OPS BY FAA CERT PILOTS OR U.S.REG ACFT ARE PROHIBITED WI AN AREA DEFINED AS 285116N0804219W (OMN141034.4) TO 290730N0803000W (OMN108033.9) THEN CLOCKWISE VIA A  30 NM ARC CENTERED AT 283703N0803647W (OMN147048.7) TO 281330N0801600W (OMN145078.4) TO 282501N0803029W (OMN149061.9) TO 282501N0803759W (OMN155058.8) TO 282501N0804144W (OMN157057.4) TO 283121N0804349W (OMN157050.9) TO 283801N0804701W (OMN157043.7) TO 284910N0805044W (OMN154032.2) TO 285116N0804714W (OMN148031.8) TO POINT OF ORIGIN. SFC-FL180. MIAMI / ZMA / ARTCC, TELEPHONE 305-716-1589, IS THE FAA CDN FACILITY. THIS AREA ENCOMPASSES R2932, R2933, R2934, AND PORTIONS OF W137F, W137G, W497A. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACT. PILOTS MUST CONSULT ALL NOTAMS REGARDING THIS OP AND MAY CONTACT ZMA FOR CURRENT AIRSPACE STATUS.,,,,,,
475|1386725|0|999000|2019-08-05 15:19:00|2019-08-06 22:15:00|2019-08-07 01:17:00|AIRSPACE R2934 ACT SFC-UNL,,,,,,,,,,,,,,,
475|1386731|50000|999000|2019-08-05 15:19:00|2019-08-06 22:15:00|2019-08-07 01:17:00|AIRSPACE R2933 ACT 5000FT-UNL,,,,,,,,,,,,,,,
308|371959|0|50000|2017-04-17 06:11:00|2017-04-18 13:01:00|2017-04-18 16:15:00|W497A ACT,,,,,,,,,,,,,,,
308|367399|0|NA|2017-04-15 03:07:00|2017-04-18 14:31:00|2017-04-18 16:15:00|FL..AIRSPACE KENNEDY SPACE CENTER, FL..TEMPORARY FLIGHT RESTRICTIONS KENNEDY SPACE CENTER SPACE OPERATIONS AREA. PURSUANT TO SECTION 91.143 OF THE CODE OF FEDERAL REGULATIONS (CFR 91.143), FLIGHT OPERATIONS CONDUCTED BY FAA CERTIFICATED PILOTS OR CONDUCTED IN AIRCRAFT OF U.S. REGISTRY ARE PROHIBITED AT ANY ALTITUDE FROM THE SFC-UNL, WI AN AREA DEFINED AS 285116N804219W TO 290730N803000W THENCE CLOCKWISE VIA A 30NM ARC CENTERED AT 283703N803647W TO 281330N801600W TO 282501N803029W TO 282501N803759W TO 282501N804144W TO 283121N804349W TO 283801N804701W TO 284910N805044W TO 285116N804714W TO 285116N804219W. MIAMI CENTER, PHONE 305-716-1589, IS THE FAA COORDINATING FACILITY AND MAY BE CONTACTED FOR THE CURRENT STATUS OF ANY AIRSPACE ASSOCIATED WITH LAUNCH OPERATIONS. THIS AREA ENCOMPASSES R2932, R2933, R2934, AND PORTIONS OF W497A, W136F, W137F AND W137G. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACTIVE IN CONJUNCTION WITH THE OPERATIONS. PILOTS SHALL CONSULT ALL NOTAMS REGARDING THIS OPERATION.,,,,,
308|371960|0|999000|2017-04-15 03:11:00|2017-04-18 14:31:00|2017-04-18 16:15:00|KENNEDY SPACE CENTER, FL..TEMPORARY FLIGHT RESTRICTIONS KENNEDY SPACE CENTER SPACE OPERATIONS AREA. PURSUANT TO SECTION 91.143 OF THE CODE OF FEDERAL REGULATIONS (CFR 91.143), FLIGHT OPERATIONS CONDUCTED BY FAA CERTIFICATED PILOTS OR CONDUCTED IN AIRCRAFT OF U.S. REGISTRY ARE PROHIBITED AT ANY ALTITUDE FROM THE SFC-UNL, WI AN AREA DEFINED AS 285116N804219W TO 290730N803000W THENCE CLOCKWISE VIA A 30NM ARC CENTERED AT 283703N803647W TO 281330N801600W TO 282501N803029W TO 282501N803759W TO 282501N804144W TO 283121N804349W TO 283801N804701W TO 284910N805044W  TO 285116N804714W TO 285116N804219W. MIAMI CENTER, PHONE 305-716-1589, IS THE FAA COORDINATING FACILITY AND MAY BE CONTACTED FOR THE CURRENT STATUS OF ANY AIRSPACE ASSOCIATED WITH LAUNCH OPERATIONS. THIS AREA ENCOMPASSES R2932, R2933, R2934, AND PORTIONS OF W497A, W136F, W137F AND W137G. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACTIVE IN CONJUNCTION WITH THE OPERATIONS. PILOTS SHALL CONSULT ALL NOTAMS REGARDING THIS OPERATION.,,,,,
308|367398|0|NA|2017-04-15 07:31:00|2017-04-18 14:31:00|2017-04-18 16:15:00|FL..AIRSPACE KENNEDY SPACE CENTER, FL..TEMPORARY FLIGHT RESTRICTIONS KENNEDY SPACE CENTER SPACE OPERATIONS AREA. PURSUANT TO SECTION 91.143 OF THE CODE OF FEDERAL REGULATIONS (CFR 91.143), FLIGHT OPERATIONS CONDUCTED BY FAA CERTIFICATED PILOTS OR CONDUCTED IN AIRCRAFT OF U.S. REGISTRY ARE PROHIBITED AT ANY ALTITUDE FROM THE SFC-UNL, WI AN AREA DEFINED AS 285116N804219W TO 290730N803000W THENCE CLOCKWISE VIA A 30NM ARC CENTERED AT 283703N803647W TO 281330N801600W TO 282501N803029W TO 282501N803759W TO 282501N804144W TO 283121N804349W TO 283801N804701W TO 284910N805044W TO 285116N804714W TO 285116N804219W. MIAMI CENTER, PHONE 305-716-1589, IS THE FAA COORDINATING FACILITY AND MAY BE CONTACTED FOR THE CURRENT STATUS OF ANY AIRSPACE ASSOCIATED WITH LAUNCH OPERATIONS. THIS AREA ENCOMPASSES R2932, R2933, R2934, AND PORTIONS OF W497A, W136F, W137F AND W137G. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACTIVE IN CONJUNCTION WITH THE OPERATIONS. PILOTS SHALL CONSULT ALL NOTAMS REGARDING THIS OPERATION.,,,,,
308|371961|0|999000|2017-04-15 07:32:00|2017-04-18 14:31:00|2017-04-18 16:15:00|TEMPORARY FLIGHT RESTRICTIONS KENNEDY SPACE CENTER SPACE OPERATIONS  AREA. PURSUANT TO SECTION 91.143 OF THE CODE OF FEDERAL REGULATIONS  (CFR 91.143), FLIGHT OPERATIONS CONDUCTED BY FAA CERTIFICATED PILOTS  OR CONDUCTED IN AIRCRAFT OF U.S. REGISTRY ARE PROHIBITED AT ANY ALTITUDE FROM THE SFC-UNL, WI AN AREA DEFINED AS 285116N804219W TO 290730N803000W THENCE CLOCKWISE VIA A 30NM ARC CENTERED AT 283703N803647W TO 281330N801600W TO 282501N803029W TO 282501N803759W TO 282501N804144W TO 283121N804349W TO 283801N804701W TO 284910N805044W TO 285116N804714W TO 285116N804219W. MIAMI CENTER, PHONE 305-716-1589, IS THE FAA COORDINATING FACILITY AND MAY BE CONTACTED FOR THE CURRENT STATUS OF ANY AIRSPACE ASSOCIATED WITH LAUNCH OPERATIONS. THIS AREA ENCOMPASSES R2932, R2933, R2934, AND PORTIONS OF W497A, W136F, W137F AND W137G. ADDITIONAL WARNING AND RESTRICTED AREAS WILL BE ACTIVE IN CONJUNCTION WITH THE OPERATIONS. PILOTS SHALL CONSULT ALL NOTAMS REGARDING THIS OPERATION.,,,,,,
442|1179334|0|180000|2018-12-21 07:15:00|2018-12-23 11:46:00|2018-12-23 14:46:00|STNR ALT RESERVATION CAPE ATC ASSIGNED AIRSPACE ACT FOR A ROCKET LAUNCH. MIAMI CENTER WILL NOT APPROVE IFR FLIGHTS AND VFR SHOULD EXERCISE EXTREME CAUTION WI AN AREA DEFINED AS 2847N08050W TO 2847N08021W TO 2847N07950W TO 2825N07950W TO 2825N08030W TO 2825N08041W TO 2831N08044W TO 2838N08047W TO POINT OF ORIGIN. THIS ALT RESERVATION ENCOMPASSES PORTIONS OF R2933, R2934, AND W497A.,,,,,,,,,,,,,
442|1178389|0|50000|2018-12-22 11:20:00|2018-12-23 11:46:00|2018-12-23 14:46:00|W497A ACT,,,,,,,,,,,,,,,
442|1178391|0|50000|2018-12-22 11:21:00|2018-12-23 11:46:00|2018-12-23 14:46:00|W497A ACT,,,,,,,,,,,,,,,
