LAUNCHES_REC_ID,NOTAM_REC_ID,LowerAltitude,UpperAltitude,IssueTime,StartTime,StopTime,E_CODE,,,,
450,1229327,0,999000,3/1/19 11:01,3/1/19 19:00,4/1/19 23:00,CHECKLIST YEAR=2016 0108 0242 YEAR=2017 0047 0107 0239 0367 0664 YEAR=2018 0006 0425 0540 YEAR=2019 0014 0029 0030 0031 0033 0035 0042 0050 0057 0058           0060 LATEST PUBLICATIONS:                          AIP AMDT:02/19 EFFECTIVE 28 MAR 19                    AIP AMDT:01/19 EFFECTIVE 31 JAN 19               AIRAC AIP SUP:01/19 EFFECTIVE 23 MAY 19 ,,,,
450,1224126,0,230000,2/28/19 16:16,3/1/19 22:20,3/2/19 6:00,MUR 43 ACT,,,,
450,1229622,5000,180000,3/1/19 5:03,3/1/19 19:00,3/1/19 21:00,AIRSPACE VOLK FALLS MOA ACT 500FT UP TO BUT NOT INCLUDING FL180,,,,
450,1229832,45000,245000,3/1/19 14:01,3/1/19 22:30,3/2/19 6:00,BRUSSELS ACC WEST SECTOR COMBINED,,,,
450,1230332,0,999000,3/1/19 15:59,3/1/19 23:59,3/2/19 6:00,MEN AND EQUIPMENT ON TXY CHARLIE 3,,,,
450,1223904,0,32000,2/28/19 16:03,3/2/19 0:00,3/2/19 6:00,AIRSPACE R4501F ACT SFC-3200FT,,,,
450,1224152,1.00E+05,230000,2/28/19 16:18,3/2/19 0:00,3/2/19 6:00,AIRSPACE RESERVATION WILL TAKE PLACE WI RDO 20NM CENTERED VOR/UHA,,,,
450,1224231,0,2.00E+05,2/28/19 16:21,3/2/19 0:00,3/2/19 6:00,MUR 12 ACT,,,,
450,1223524,0,NA,2/28/19 13:49,3/2/19 2:00,3/2/19 6:00,AIRSPACE PJE WI AN AREA DEFINED AS 5NM RADIUS OF ABQ100017 (6NM ESE ABQ) SFC-6500FT,,,,
450,1229658,0,21990,3/1/19 13:03,3/2/19 3:01,3/2/19 6:00,AIRSPACE R4501A ACT SFC-2199FT,,,,
450,1229822,145000,180000,3/1/19 14:03,3/2/19 4:01,3/2/19 6:00,AIRSPACE TOMBSTONE C MOA ACT 14500FT UP TO BUT NOT INCLUDING FL180,,,,
450,1229824,5000,144990,3/1/19 14:03,3/2/19 4:01,3/2/19 6:00,AIRSPACE TOMBSTONE A MOA ACT 500FT-14499FT,,,,
450,1229828,5000,144990,3/1/19 14:03,3/2/19 4:01,3/2/19 6:00,AIRSPACE TOMBSTONE B MOA ACT 500FT-14499FT,,,,
428,1068650,0,999000,9/11/18 5:22,9/11/18 12:16,9/12/18 2:00,ALL SFC WIP GRASS CUTTING ,,,,
428,1070153,1.00E+05,180000,9/11/18 10:04,9/11/18 23:00,9/12/18 2:00,AIRSPACE YUKON 3 HIGH MOA ACT 10000FT UP TO BUT NOT INCLUDING FL180,,,,
428,1070155,1000,99990,9/11/18 10:04,9/11/18 23:00,9/12/18 2:00,AIRSPACE YUKON 3A LOW MOA ACT 100FT AGL-9999FT,,,,
428,1066666,0,2000,9/10/18 19:42,9/12/18 0:00,9/12/18 2:00,UA OPERATIONS WILL TAKE PLACE WI FIJI DOMESTIC AIRSPACE,,,,
428,1070922,70000,180000,9/11/18 12:49,9/12/18 1:48,9/12/18 2:00,AIRSPACE VANCE 1B MOA ACT 7000FT UP TO BUT NOT INCLUDING FL180,,,,
428,1070954,80000,180000,9/11/18 12:54,9/12/18 1:53,9/12/18 2:00,AIRSPACE VANCE 1A MOA ACT 8000FT UP TO BUT NOT INCLUDING FL180,,,,
428,1068998,0,999000,9/11/18 6:21,9/11/18 14:30,9/11/18 15:30,/LDN/ VORTAC U/S ,,,,
428,1068836,0,999000,9/11/18 5:56,9/11/18 14:30,9/11/18 20:30,SER HOURS OF MILITARY FLIGHT OPERATION OFFICE MCC (WIEN) EXTENDED. REF AIP AUSTRIA,,,,
428,1071186,0,999000,9/8/18 11:42,9/11/18 14:30,9/11/18 21:30,/JLI/ VORTAC U/S ,,,,
428,1067691,60000,230000,9/11/18 1:34,9/11/18 14:30,9/11/18 23:30,AIRSPACE R5202B ACT 6000FT-FL230,,,,
428,1057748,180000,240000,9/6/18 6:51,9/11/18 14:30,9/12/18 2:00,AIRSPACE STNR ALT RESERVATION WI AN  AREA DEFINED AS TXO275034 TO TXO358009 TO TXO162011 TO TXO192027  TXO222041 TO POINT OF ORIGIN. AVOIDANCE ADVISED. FL180-FL240,,,,
428,1057818,180000,240000,9/6/18 6:59,9/11/18 14:30,9/12/18 2:00,STNR ALT RESERVATION WI AN AREA DEFINED AS TXO275034 TO     TXO358009 TO TXO162011 TO TXO192027 TXO222041 TO POINT     OF ORIGIN. AVOIDANCE ADVISED.,,,,
428,1056576,0,999000,9/6/18 2:23,9/11/18 14:30,9/13/18 20:00,AD OPEN FOR BASE ACT ONLY DUE TO JUMPING EXERCISES ANNUNCED BY NOTAM W2367/18 RMK: ALL AD SER ADDN PROVIDED ,,,,
428,1070150,1000,180000,9/11/18 10:04,9/11/18 23:00,9/12/18 2:00,AIRSPACE YUKON 4 MOA ACT 100FT AGL UP TO BUT NOT INCLUDING FL180,,,,
283,215567,0,50000,12/14/16 2:52,12/15/16 12:15,12/15/16 13:00,TEMPO CONTROLLED AIRSPACE CLASS D ESTABLISHED AS FLW,,,,
283,218573,0,999000,12/14/16 14:29,12/15/16 13:16,12/15/16 15:49,TEMPORARY DANGEROUS AREA ACTIVATED DUE TO FALLING ROCKET DEBRIS   LATERAL LIMITS AS FOLLOWS:     1038N04427W TO 1127N04324W TO 0951N03931W TO 0448N03430W TO      0120N03322W TO 0107N03506W TO 0259N03915W TO 0757N04342W,,,,
283,215895,0,999000,12/14/16 4:19,12/15/16 12:15,12/15/16 15:49,W497B ACT,,,,
283,215896,0,999000,12/14/16 4:19,12/15/16 12:15,12/15/16 15:49,W497A ACT,,,,
283,215897,0,999000,12/14/16 4:19,12/15/16 12:15,12/15/16 15:49,W497B ACT,,,,
283,215898,0,999000,12/14/16 4:19,12/15/16 12:15,12/15/16 15:49,W497A ACT,,,,
283,216628,0,999000,12/14/16 6:47,12/15/16 12:15,12/15/16 15:49,EROP U0175 THE FOLLOWING  IN USE FOR A MISSILE LAUNCH/SPLASH DOWN. DURING THESE TIMES KZMA ARTCC/OAC,,,,
283,216713,0,999000,12/14/16 6:57,12/15/16 12:15,12/15/16 15:49,EROP U0175 THE FOLLOWING  IN USE FOR A MISSILE LAUNCH/SPLASH DOWN. DURING THESE TIMES KZMA ARTCC/OAC, UZ5, UZ51, UZ55, UZ56. ALL AIR TRAFFIC SHOULD BE CLEAR OF HAZARD AREA D PRIOR TO 1316Z. END PART 4 OF 4 
283,216754,0,999000,12/14/16 7:05,12/15/16 12:15,12/15/16 15:49,EROP U0175 THE FOLLOWING  IN USE FOR A MISSILE LAUNCH/SPLASH DOWN. DURING THESE TIMES KZMA ARTCC/OAC,,,,
283,220566,0,999000,12/15/16 4:23,12/15/16 12:19,12/15/16 15:49,PROHIBITED AREA (ROCKTED DEBRITS)  COORD 0613.07N03554.20W,,,,
394,865857,1.00E+05,2.00E+05,4/13/18 4:03,4/14/18 11:00,4/15/18 3:00,AIRSPACE R3704B ACT 10000FT-FL200,,,,
